-3.5682315562e+04 -125237 2.3364754055e+01
1.4891031383e+04 -20212.8 5.3135325532e+01
1.9676785970e+04 -15897 -2.4679119913e+00
-1.2948099617e+04 -16686.6 -3.0757851155e+00
-7.6071372120e+03 -7944.71 -2.7815998650e+01
1.8540652680e+03 1683.16 8.9499813056e+01
1.6942437298e+04 1364.09 -1.8722838289e+01
-2.4879512780e+03 -420.296 -1.9140854129e+01
4.8133998940e+03 6197.73 -1.2959927733e+01
1.8231357573e+04 -20432.5 -9.1962562115e+00
1.4891031383e+04 -20212.8 5.3135325532e+01
2.2573966510e+04 -21315.5 5.3961913222e+01
9.4286419900e+03 -5172 1.4683454617e+01
2.1452790630e+04 -2070.33 1.0294644244e+02
1.8113136798e+04 -3841.29 -4.5656602629e+00
1.9671013439e+04 -1296.72 4.1189303023e+01
-2.7047341036e+04 -77874.7 7.5147612435e+01
3.2363403567e+04 145.547 7.4825818669e+02
3.4812869614e+04 35.7522 8.5581435311e+02
2.7241561816e+04 807.45 4.0082389229e+02
8.0688740855e+04 -31356.9 4.3728419345e+01
2.2573966510e+04 -21315.5 5.3961913222e+01
3.4189114360e+04 -87228.9 7.0854827580e+02
3.3576539974e+04 52570.9 -4.6693286695e+00
1.3369555128e+05 -130967 2.7526418650e+02
4.3607873742e+04 1586.91 1.2837494666e+00
4.6602567175e+04 94045.6 -5.4256807095e+01
4.3607873742e+04 1586.91 1.2837494666e+00
